t_no,t_name,t_nm_name,t_m_name,t_mwm,t_ml_number,t_ms_number,t_hml_number,t_hms_number ,t_cml_number,t_cms_number,t_wml_number,t_hwml_number,t_hwms_number,t_manage,t_tel,t_close,t_la,t_lo,t_data,t_mcode,t_service,t_com_score,t_user_count
1296,사당(4)(지하2층 환승통로),서울특별시 동작구  동작대로 지하 3,서울특별시 동작구 사당1동 1112,N,5,4,1,0,0,0,10,1,0,서울교통공사,02-6110-4331,05:00~01:00,37.476825,126.981583,2018-02-28,B553766,서울교통공사,0,0
1297,남태령,서울특별시 서초구 과천대로 지하 816,서울특별시 서초구 방배2동 2909,N,3,4,2,0,0,0,3,2,0,서울교통공사,02-6110-4341,05:00~01:00,37.464364,126.98927,2018-02-28,B553766,서울교통공사,0,0
1298,당고개(2층),서울특별시 노원구 상계로 305,서울특별시 노원구 상계4동 111,N,5,8,1,0,0,1,7,1,0,서울교통공사,02-6110-4091,05:00~01:00,37.670556,127.079306,2018-02-28,B553766,서울교통공사,0,0
1299,옥수(3층 금호역측),서울특별시 성동구 동호로 21,서울특별시 성동구 옥수동 168-1,N,2,4,1,0,0,0,2,1,0,서울교통공사,02-6110-3351,05:00~01:00,37.546675,127.016245,2018-02-28,B553766,서울교통공사,0,0
1300,한성대,서울특별시 성북구 삼선교로 지하 1,서울특별시 성북구 삼선동1가 14,N,5,7,1,0,0,0,5,1,0,서울교통공사,02-6110-4191,05:00~01:00,37.588021,127.005797,2018-02-28,B553766,서울교통공사,0,0
1301,방  화,서울특별시 강서구 금낭화로 지하132,서울특별시 강서구 금낭화로 지하132,N,7,4,1,0,1,0,7,1,1,서울교통공사,02-6311-5101,05:00~01:00,37.577622,126.810637,2018-02-28,B553766,서울교통공사,0,0
1302,개화산,서울특별시 강서구 양천로 22,서울특별시 강서구 양천로 22,N,5,3,1,1,1,0,5,1,1,서울교통공사,02-6311-5111,05:00~01:00,37.572455,126.80465,2018-02-28,B553766,서울교통공사,0,0
1303,김포공항,서울특별시 강서구 하늘길 지하77,서울특별시 강서구 하늘길 지하77,N,7,4,1,0,0,0,7,1,0,서울교통공사,02-6311-5121,05:00~01:00,37.561829,126.799739,2018-02-28,B553766,서울교통공사,0,0
1304,김포공항,서울특별시 강서구 하늘길 지하77,서울특별시 강서구 하늘길 지하77,N,3,2,0,0,0,0,2,0,0,서울교통공사,02-6311-5121,05:00~01:00,37.561829,126.799739,2018-02-28,B553766,서울교통공사,0,0
1305,송  정,서울특별시 강서구 공항대로 지하33,서울특별시 강서구 공항대로 지하33,N,6,4,1,0,0,0,8,1,0,서울교통공사,02-6311-5131,05:00~01:00,36.344485,126.875648,2018-02-28,B553766,서울교통공사,0,0
1306,마  곡,서울특별시 강서구 공항대로 지하163,서울특별시 강서구 공항대로 지하163,N,7,5,1,0,0,0,7,1,0,서울교통공사,02-6311-5141,05:00~01:00,37.561084,126.823603,2018-02-28,B553766,서울교통공사,0,0
1307,발  산,서울특별시 강서구 공항대로 지하267,서울특별시 강서구 공항대로 지하267,N,7,4,1,0,1,0,8,1,1,서울교통공사,02-6311-5151,05:00~01:00,37.558683,126.835406,2018-02-28,B553766,서울교통공사,0,0
1308,오금(게이트 내),서울특별시 송파구 오금로 지하 321,서울특별시 송파구 오금동 44-2번지,N,3,1,0,0,1,0,3,0,1,서울교통공사,02-6110-3521,05:00~01:00,37.503246,127.126342,2018-02-28,B553766,서울교통공사,0,0
1309,오금(게이트 외),서울특별시 송파구 오금로 지하 321,서울특별시 송파구 오금동 44-2번지,N,4,2,2,0,1,1,12,2,1,서울교통공사,02-6110-3521,05:00~01:00,37.503246,127.126342,2018-02-28,B553766,서울교통공사,0,0
1310,당고개(1층),서울특별시 노원구 상계로 305,서울특별시 노원구 상계4동 111,N,3,5,2,1,0,1,3,2,0,서울교통공사,02-6110-4091,05:00~01:00,37.670556,127.079306,2018-02-28,B553766,서울교통공사,0,0
1311,상계,서울특별시 노원구 상계로 182,서울특별시 노원구 상계5동 173,N,5,4,2,0,2,1,10,2,2,서울교통공사,02-6110-4101,05:00~01:00,37.661095,127.073526,2018-02-28,B553766,서울교통공사,0,0
1312,노원,서울특별시 노원구 상계로 69-1,서울특별시 노원구 상계2동 335,N,8,5,2,0,2,1,17,2,2,서울교통공사,02-6110-4111,05:00~01:00,37.655867,127.061991,2018-02-28,B553766,서울교통공사,0,0
1313,창동,서울특별시 도봉구 마들로 11길 77,서울특별시 도봉구 창5동 135,N,5,7,2,0,1,1,18,2,1,서울교통공사,02-6110-4121,05:00~01:00,37.653186,127.048114,2018-02-28,B553766,서울교통공사,0,0
1314,쌍문,서울특별시 도봉구 도봉로 지하 486-1,서울특별시 도봉구 창1동 659-12,N,5,7,1,0,0,0,6,1,0,서울교통공사,02-6110-4131,05:00~01:00,37.648811,127.034866,2018-02-28,B553766,서울교통공사,0,0
1315,수유,서울특별시 강북구 도봉로 지하 338,서울특별시 강북구 수유3동 140,N,5,5,2,0,2,1,11,2,2,서울교통공사,02-6110-4141,05:00~01:00,37.639775,127.027208,2018-02-28,B553766,서울교통공사,0,0
1316,미아,서울특별시 강북구 도봉로 지하 198,서울특별시 강북구 미아3동 197-14,N,5,6,1,0,0,0,7,1,0,서울교통공사,02-6110-4151,05:00~01:00,37.629878,127.024714,2018-02-28,B553766,서울교통공사,0,0
1317,미아사거리,서울특별시 강북구 도봉로 지하 50,서울특별시 강북구 미아4동 71-5,N,6,5,2,0,1,1,13,2,1,서울교통공사,02-6110-4161,05:00~01:00,37.615104,127.030046,2018-02-28,B553766,서울교통공사,0,0
1318,길음,서울특별시 성북구 동소문로 지하 248,서울특별시 성북구 길음1동 877-66,N,7,4,2,0,2,1,14,2,2,서울교통공사,02-6110-4171,05:00~01:00,37.603225,127.024965,2018-02-28,B553766,서울교통공사,0,0
1319,성신여대,서울특별시 성북구 동소문로 지하 102,서울특별시 성북구 동선동 4가 1,N,6,5,2,0,2,1,13,2,2,서울교통공사,02-6110-4181,05:00~01:00,37.593048,127.016714,2018-02-28,B553766,서울교통공사,0,0
1320,대림,서울특별시 구로구 도림천로 351,서울특별시 구로구 구로6동125-66,N,8,7,2,0,2,1,16,2,2,서울교통공사,02-6110-2331,05:00~01:00,37.492504,126.894962,2018-02-28,B553766,서울교통공사,0,0
1321,혜화,서울특별시 종로구 대학로 지하 120,서울특별시 종로구 명륜동4가 1,N,6,5,2,0,1,1,11,2,1,서울교통공사,02-6110-4201,05:00~01:00,37.581893,127.001953,2018-02-28,B553766,서울교통공사,0,0
1322,동대문(4),서울특별시 종로구 율곡로 지하 308,서울특별시 종로구 종로6가 69,N,4,4,1,0,0,0,5,1,0,서울교통공사,02-6110-4211,05:00~01:00,37.570385,127.009529,2018-02-28,B553766,서울교통공사,0,0
1323,동대문역사문화공원(4)(지하1층),서울특별시 중구 장충단로 지하 230,서울특별시 중구 광희동1가 194,N,3,4,2,0,1,0,13,2,1,서울교통공사,02-6110-4221,05:00~01:00,37.564478,127.007159,2018-02-28,B553766,서울교통공사,0,0
1324,동대문역사문화공원(4)(지하2층),서울특별시 중구 장충단로 지하 230,서울특별시 중구 광희동1가 194,N,3,3,2,0,1,0,9,2,1,서울교통공사,02-6110-4221,05:00~01:00,37.564478,127.007159,2018-02-28,B553766,서울교통공사,0,0
1325,충무로,서울특별시 중구 퇴계로 지하 199,서울특별시 중구 충무로4가 125,N,7,4,2,0,0,1,16,2,1,서울교통공사,02-6110-4231,05:00~01:00,37.561159,126.994398,2018-02-28,B553766,서울교통공사,0,0
1326,명동,서울특별시 중구 퇴계로 지하126,서울특별시 중구 충무로1가 64,N,5,6,1,0,0,0,9,1,0,서울교통공사,02-6110-4241,05:00~01:00,37.560822,126.985356,2018-02-28,B553766,서울교통공사,0,0
1327,회현,서울특별시 중구 퇴계로 지하 54,서울특별시 중구 남창동 46,N,5,6,2,1,1,1,12,2,2,서울교통공사,02-6110-4251,05:00~01:00,37.55903,126.977252,2018-02-28,B553766,서울교통공사,0,0
1328,서울(4),서울특별시 용산구 한강대로 지하 392,서울특별시 용산구 동자동 14,N,3,3,1,0,0,0,3,1,0,서울교통공사,02-6110-4261,05:00~01:00,37.535982,126.971351,2018-02-28,B553766,서울교통공사,0,0
1329,숙대입구,서울특별시 용산구 한강대로 지하 306,서울특별시 용산구 갈월동 101,N,6,6,2,1,2,1,12,2,2,서울교통공사,02-6110-4271,05:00~01:00,37.545528,126.97197,2018-02-28,B553766,서울교통공사,0,0
1330,삼각지,서울특별시 용산구 한강대로 지하 180,서울특별시 용산구 한강로1가 293,N,4,3,2,0,1,1,10,2,1,서울교통공사,02-6110-4281,05:00~01:00,37.534394,126.973014,2018-02-28,B553766,서울교통공사,0,0
1331,신용산,서울특별시 용산구 한강대로 지하 112,서울특별시 용산구 한강로2가 181,N,4,7,1,0,0,0,7,1,0,서울교통공사,02-6110-4291,05:00~01:00,37.529364,126.968299,2018-02-28,B553766,서울교통공사,0,0
1332,이촌,서울특별시 용산구 서빙고로 지하 83,서울특별시 용산구 용산동 5가 17,N,5,3,2,0,1,1,12,2,1,서울교통공사,02-6110-4301,05:00~01:00,37.522481,126.973671,2018-02-28,B553766,서울교통공사,0,0
1333,동작,서울특별시 동작구 현충로 257,서울특별시 동작구 동작동 121-5,N,6,4,2,1,1,1,7,2,1,서울교통공사,02-6110-4311,05:00~01:00,37.503465,126.979927,2018-02-28,B553766,서울교통공사,0,0
1334,총신대입구,서울특별시 동작구 동작대로 지하 117,서울특별시 동작구 사당2동 9-31,N,3,3,1,0,0,0,3,1,0,서울교통공사,02-6110-1460,05:00~01:00,37.487514,126.982162,2018-02-28,B553766,서울교통공사,0,0
1335,사당(4)(지하1층 총신대역측),서울특별시 동작구  동작대로 지하 3,서울특별시 동작구 사당1동 1112,N,4,3,2,0,1,1,7,2,1,서울교통공사,02-6110-4331,05:00~01:00,37.476825,126.981583,2018-02-28,B553766,서울교통공사,0,0
1336,안국,서울특별시 종로구 율곡로 지하 62,서울특별시 종로구 안국동 148,N,5,4,2,0,1,1,9,2,2,서울교통공사,02-6110-3281,05:00~01:00,37.576696,126.985804,2018-02-28,B553766,서울교통공사,0,0
1337,종로3가(3)(지하3층),서울특별시 종로구 돈화문로 지하 30,서울특별시 종로구 묘동 59,N,5,5,2,1,1,1,15,2,2,서울교통공사,02-6110-3291,05:00~01:00,37.571196,126.991959,2018-02-28,B553766,서울교통공사,0,0
1338,종로3가(3)(지하2층),서울특별시 종로구 돈화문로 지하 30,서울특별시 종로구 묘동 59,N,2,1,0,0,0,0,2,0,0,서울교통공사,02-6110-3291,05:00~01:00,37.571196,126.991959,2018-02-28,B553766,서울교통공사,0,0
1339,을지로3가(3),서울특별시 중구 을지로 지하 129,서울특별시 중구 을지로3가 118,N,3,5,1,0,0,0,3,1,0,서울교통공사,02-6110-3301,05:00~01:00,37.566412,126.994185,2018-02-28,B553766,서울교통공사,0,0
1340,동대입구,서울특별시 중구 동호로 지하 256,서울특별시 중구 장충동2가 189-2,N,5,4,2,0,1,1,10,2,2,서울교통공사,02-6110-3321,05:00~01:00,37.559227,127.005275,2018-02-28,B553766,서울교통공사,0,0
1341,약수,서울특별시 중구 다산로 지하 122,서울특별시 중구 신당3동 373-13,N,6,8,2,1,1,0,9,2,0,서울교통공사,02-6110-3331,05:00~01:00,37.55438,127.011016,2018-02-28,B553766,서울교통공사,0,0
1342,금호,서울특별시 성동구 동호로 지하 104,서울특별시 성동구 금호4가 1470,N,6,7,2,0,0,0,5,2,0,서울교통공사,02-6110-3341,05:00~01:00,37.548038,127.015883,2018-02-28,B553766,서울교통공사,0,0
1343,옥수(3층 환승통로측),서울특별시 성동구 동호로 21,서울특별시 성동구 옥수동 168-1,N,3,4,1,0,0,1,7,1,0,서울교통공사,02-6110-3351,05:00~01:00,37.546675,127.016245,2018-02-28,B553766,서울교통공사,0,0
1344,신답,서울특별시 성동구 천호대로 232,서울특별시 성동구 용답동 128,N,2,2,1,0,0,0,3,1,0,서울교통공사,02-6110-1351,05:00~01:00,37.569744,127.046945,2018-02-28,B553766,서울교통공사,0,0
1345,옥수(2층),서울특별시 성동구 동호로 21,서울특별시 성동구 옥수동 168-1,N,3,4,0,0,0,0,0,0,0,서울교통공사,02-6110-3351,05:00~01:00,37.546675,127.016245,2018-02-28,B553766,서울교통공사,0,0
1346,압구정,서울특별시 강남구 압구정로 지하 172,서울특별시 강남구 압구정동 668,N,4,5,2,0,1,1,10,2,1,서울교통공사,02-6110-3361,05:00~01:00,37.523526,127.028326,2018-02-28,B553766,서울교통공사,0,0
1347,신사,서울특별시 강남구 도산대로 지하 102,서울특별시 강남구 신사동 501,N,4,4,2,0,1,1,9,2,1,서울교통공사,02-6110-3371,05:00~01:00,37.516392,127.020307,2018-02-28,B553766,서울교통공사,0,0
1348,잠원,서울특별시 서초구 잠원로 4길 지하 46,서울특별시 서초구 잠원동 65-17,N,5,5,1,0,0,0,5,1,0,서울교통공사,02-6110-3381,05:00~01:00,37.513082,127.011857,2018-02-28,B553766,서울교통공사,0,0
1349,교대(3),서울특별시 서초구 서초대로 지하 294,서울특별시 서초구 서초3동 1715-9,N,6,5,2,0,2,1,17,2,3,서울교통공사,02-6110-3401,05:00~01:00,37.494847,127.017286,2018-02-28,B553766,서울교통공사,0,0
1350,남부터미널,서울특별시 서초구 서초중앙로 지하 31,서울특별시 강남구 서초3동 1446-1,N,4,5,2,0,1,1,9,2,1,서울교통공사,02-6110-3411,05:00~01:00,37.486661,127.015218,2018-02-28,B553766,서울교통공사,0,0
1351,양재,서울특별시 서초구 남부순환로 지하 2585,서울특별시 서초구 양재1동산 27-2,N,3,4,1,0,0,0,3,1,0,서울교통공사,02-6110-3421,05:00~01:00,37.484761,127.033371,2018-02-28,B553766,서울교통공사,0,0
1352,매봉,서울특별시 강남구 남부순환로 지하 2744,서울특별시 강남구 도곡2동 464-1,N,4,6,1,0,0,0,6,1,0,서울교통공사,02-6110-3431,05:00~01:00,37.486941,127.046621,2018-02-28,B553766,서울교통공사,0,0
1353,도곡,서울특별시 강남구 남부순환로 지하 2814,서울특별시 강남구 도곡2동 467-5,N,4,4,1,0,0,0,6,1,0,서울교통공사,02-6110-3441,05:00~01:00,37.490825,127.055306,2018-02-28,B553766,서울교통공사,0,0
1354,대치,서울특별시 강남구 남부순환로 지하 2952,서울특별시 강남구 대치2동 509,N,4,5,1,0,0,0,6,1,0,서울교통공사,02-6110-3451,05:00~01:00,37.494543,127.063426,2018-02-28,B553766,서울교통공사,0,0
1355,학여울,서울특별시 강남구 남부순환로 지하 3104,서울특별시 강남구 대치동 514,N,4,5,1,0,0,0,6,1,0,서울교통공사,02-6110-3461,05:00~01:00,37.496679,127.071705,2018-02-28,B553766,서울교통공사,0,0
1356,대청,서울특별시 강남구 일원로 지하 2,서울특별시 강남구 개포동 18-10,N,3,3,1,0,0,0,5,1,0,서울교통공사,02-6110-3471,05:00~01:00,37.493686,127.079479,2018-02-28,B553766,서울교통공사,0,0
1357,일원,서울특별시 강남구 일원로 지하 121,서울특별시 강남구 일원본동 214,N,4,6,1,0,0,0,5,1,0,서울교통공사,02-6110-3481,05:00~01:00,37.483953,127.084413,2018-02-28,B553766,서울교통공사,0,0
1358,수서,서울특별시 강남구 광평로 지하 270,서울특별시 강남구 수서동 439-2,N,4,4,2,0,1,1,9,2,1,서울교통공사,02-6110-3491,05:00~01:00,37.48735,127.101842,2018-02-28,B553766,서울교통공사,0,0
1359,가락시장(게이트 내),서울특별시 송파구 송파대로 지하 257,서울특별시 송파구 가락동 298번지,N,1,1,0,0,0,1,8,0,3,서울교통공사,02-6110-3501,05:00~01:00,37.492898,127.118058,2018-02-28,B553766,서울교통공사,0,0
1360,가락시장(게이트 외),서울특별시 송파구 송파대로 지하 257,서울특별시 송파구 가락동 298번지,N,3,3,2,0,0,1,11,2,3,서울교통공사,02-6110-3501,05:00~01:00,37.492898,127.118058,2018-02-28,B553766,서울교통공사,0,0
1361,경찰병원(게이트 내),서울특별시 송파구 중대로 지하 149,서울특별시 송파구 가락본동 58번지,N,3,2,0,0,1,1,4,0,1,서울교통공사,02-6110-3511,05:00~01:00,37.498322,127.125676,2018-02-28,B553766,서울교통공사,0,0
1362,경찰병원(게이트 외),서울특별시 송파구 중대로 지하 149,서울특별시 송파구 가락본동 58번지,N,3,3,2,0,0,1,13,2,2,서울교통공사,02-6110-3511,05:00~01:00,37.498322,127.125676,2018-02-28,B553766,서울교통공사,0,0
1363,서울대입구,서울특별시 관악구 남부순환로 지하 1822,서울특별시 관악구 봉천6동 979-1,N,4,5,1,1,0,1,7,1,0,서울교통공사,02-6110-2281,05:00~01:00,37.481113,126.952634,2018-02-28,B553766,서울교통공사,0,0
1364,봉천,서울특별시 관악구 남부순환로 지하 1721,서울특별시 관악구 봉천8동 930-45,N,5,4,2,0,1,1,10,2,2,서울교통공사,02-6110-2291,05:00~01:00,37.482518,126.941481,2018-02-28,B553766,서울교통공사,0,0
1365,신림,서울특별시 관악구 남부순환로 지하 1614,서울특별시 관악구 신림본동 1640-1,N,7,6,2,1,2,1,14,2,2,서울교통공사,02-6110-2301,05:00~01:00,37.484178,126.929789,2018-02-28,B553766,서울교통공사,0,0
1366,신대방,서울특별시 동작구 대림로 2,서울특별시 동작구 신대방1동 643-1,N,5,3,2,0,1,1,13,2,1,서울교통공사,02-6110-2311,05:00~01:00,37.48751,126.912991,2018-02-28,B553766,서울교통공사,0,0
1367,구로디지털단지,서울특별시 구로구 도림천로 477,서울특별시 구로구 구로3동 810-3,N,3,5,2,0,0,1,9,2,0,서울교통공사,02-6110-2321,05:00~01:00,37.485127,126.901529,2018-02-28,B553766,서울교통공사,0,0
1368,신도림(게이트 내),서울특별시 구로구 새말로 117-21,서울특별시 구로구 신도림동460-26,N,4,7,2,0,1,2,14,2,1,서울교통공사,02-6110-2341,05:00~01:00,37.508687,126.890903,2018-02-28,B553766,서울교통공사,0,0
1369,신도림(게이트 외),서울특별시 구로구 새말로 117-21,서울특별시 구로구 신도림동460-26,N,9,4,2,0,2,2,15,2,2,서울교통공사,02-6110-2341,05:00~01:00,37.508687,126.890903,2018-02-28,B553766,서울교통공사,0,0
1370,도림천,서울특별시 구로구 경인로 67길 160,서울특별시 구로구 신도림동271-62,N,2,4,2,0,0,0,2,2,0,서울교통공사,02-6110-2441,05:00~01:00,37.514401,126.882685,2018-02-28,B553766,서울교통공사,0,0
1371,양천구청,서울특별시 양천구 목동로3길 지하 33,서울특별시 양천구 신정7동 165-1,N,5,3,2,0,1,1,10,2,1,서울교통공사,02-6110-2451,05:00~01:00,37.512518,126.865711,2018-02-28,B553766,서울교통공사,0,0
1372,신정네거리,서울특별시 양천구 중앙로 지하 261,서울특별시 양천구 신정3동 1231,N,5,4,2,0,2,1,10,2,2,서울교통공사,02-6110-2461,05:00~01:00,37.518294,126.853619,2018-02-28,B553766,서울교통공사,0,0
1373,문래,서울특별시 영등포구 당산로 지하 28,서울특별시 영등포구 문래동3가 54,N,5,7,2,0,1,1,15,2,2,서울교통공사,02-6110-2351,05:00~01:00,37.517887,126.894751,2018-02-28,B553766,서울교통공사,0,0
1374,영등포구청,서울특별시 영등포구 당산로 지하 121,서울특별시 영등포구 당산동3가 385,N,6,8,2,0,1,1,14,2,1,서울교통공사,02-6110-2361,05:00~01:00,37.525656,126.896614,2018-02-28,B553766,서울교통공사,0,0
1375,당산,서울특별시 영등포구 당산로 229,서울특별시 영등포구 당산동5가 323-1,N,4,3,2,0,0,1,10,2,1,서울교통공사,02-6110-2371,05:00~01:00,37.534931,126.90273,2018-02-28,B553766,서울교통공사,0,0
1376,합정,서울특별시 마포구 양화로 지하 55,서울특별시 마포구 서교동 393,N,3,5,2,0,0,1,16,2,1,서울교통공사,02-6110-2381,05:00~01:00,37.550008,126.914504,2018-02-28,B553766,서울교통공사,0,0
1377,홍대입구,서울특별시 마포구 양화로 지하160,서울특별시 마포구 동교동 165,N,4,5,1,0,0,1,8,1,0,서울교통공사,02-6110-2391,05:00~01:00,37.556729,126.923642,2018-02-28,B553766,서울교통공사,0,0
1378,신촌,서울특별시 마포구 신촌로 지하 90,서울특별시 마포구 노고산동 31-11,N,4,7,2,0,0,1,12,2,1,서울교통공사,02-6110-2401,05:00~01:00,37.554667,126.9375,2018-02-28,B553766,서울교통공사,0,0
1379,이대,서울특별시 마포구 신촌로 지하 180,서울특별시 마포구 대흥동 2,N,5,4,1,0,0,0,12,1,0,서울교통공사,02-6110-2411,05:00~01:00,37.556813,126.947712,2018-02-28,B553766,서울교통공사,0,0
1380,아현,서울특별시 마포구 신촌로 지하 270,서울특별시 마포구 아현2동 329,N,4,2,2,0,2,1,7,2,2,서울교통공사,02-6110-2421,05:00~01:00,37.55589,126.955661,2018-02-28,B553766,서울교통공사,0,0
1381,충정로,서울특별시 서대문구 서소문로 지하 17,서울특별시 서대문구 충정로3가 295-60,N,3,5,2,0,0,0,4,2,0,서울교통공사,02-6110-2431,05:00~01:00,37.559493,126.963818,2018-02-28,B553766,서울교통공사,0,0
1382,구파발,서울특별시 은평구 진관2로 지하 15-25,서울특별시 은평구 진관내동 533,N,4,4,2,0,1,1,9,2,2,서울교통공사,02-6110-3201,05:00~01:00,37.637537,126.918588,2018-02-28,B553766,서울교통공사,0,0
1383,연신내,서울특별시 은평구 통일로 지하 849,서울특별시 은평구 갈현동 439,N,3,6,0,0,0,0,4,0,0,서울교통공사,02-6110-3211,05:00~01:00,37.618888,126.920832,2018-02-28,B553766,서울교통공사,0,0
1384,불광,서울특별시 은평구 통일로 지하 723-1,서울특별시 은평구 불광1동 281,N,3,3,1,0,0,0,4,1,0,서울교통공사,02-6110-3221,05:00~01:00,37.610483,126.929288,2018-02-28,B553766,서울교통공사,0,0
1385,녹번,서울특별시 은평구 통일로 지하 602-1,서울특별시 은평구 녹번동 48,N,7,10,1,0,0,0,7,1,0,서울교통공사,02-6110-3231,05:00~01:00,37.600702,126.936005,2018-02-28,B553766,서울교통공사,0,0
1386,홍제,서울특별시 서대문구 통일로 지하 440-1,서울특별시 서대문구 홍제동 330-66,N,4,4,2,0,0,1,11,2,1,서울교통공사,02-6110-3241,05:00~01:00,37.588672,126.944227,2018-02-28,B553766,서울교통공사,0,0
1387,무악재,서울특별시 서대문구 통일로 지하 361,서울특별시 서대문구 홍제4동 26-1,N,3,3,1,0,0,0,3,1,0,서울교통공사,02-6110-3251,05:00~01:00,37.582361,126.950438,2018-02-28,B553766,서울교통공사,0,0
1388,독립문,서울특별시 서대문구 통일로 지하 247,서울특별시 서대문구 현저동 101,N,4,4,2,0,1,1,9,2,2,서울교통공사,02-6110-3261,05:00~01:00,37.574301,126.955918,2018-02-28,B553766,서울교통공사,0,0
1389,경복궁,서울특별시 종로구 사직로 지하 130,서울특별시 종로구 적선동 81-1,N,6,6,1,0,0,0,6,1,0,서울교통공사,02-6110-3271,05:00~01:00,37.57582,126.973058,2018-02-28,B553766,서울교통공사,0,0
1390,왕십리,서울특별시 성동구 왕십리로 지하 300,서울특별시 성동구 행당1동 246,N,4,4,2,0,0,0,9,2,0,서울교통공사,02-6110-2081,05:00~01:00,37.562259,127.037228,2018-02-28,B553766,서울교통공사,0,0
1391,한양대,서울특별시 성동구 왕십리로 206,서울특별시 성동구 행당동 산17,N,6,8,2,0,2,1,16,2,2,서울교통공사,02-6110-2091,05:00~01:00,37.555259,127.043658,2018-02-28,B553766,서울교통공사,0,0
1392,뚝섬,서울특별시 성동구 아차산로 18,서울특별시 성동구 성수1가 656-745,N,7,4,2,0,2,1,13,2,2,서울교통공사,02-6110-2101,05:00~01:00,37.547177,127.04738,2018-02-28,B553766,서울교통공사,0,0
1393,성수,서울특별시 성동구 아차산로 100,서울특별시 성동구 성수2가 300-1,N,4,3,2,0,0,1,12,2,0,서울교통공사,02-6110-2111,05:00~01:00,37.544601,127.056885,2018-02-28,B553766,서울교통공사,0,0
1394,용답,서울특별시 성동구 용답길 86,서울특별시 성동구 용답동 127,N,2,2,1,0,0,0,3,1,0,서울교통공사,02-6110-1341,05:00~01:00,37.558689,127.053172,2018-02-28,B553766,서울교통공사,0,0
1395,신설동(2),서울특별시 동대문구 왕산로 지하1,서울특별시 동대문구 신설동 97-75,N,2,2,1,0,0,0,3,1,0,서울교통공사,02-6110-1371,05:00~01:00,37.576087,127.02456,2018-02-28,B553766,서울교통공사,0,0
1396,용두(내선 대합실),서울특별시 동대문구 천호대로 지하129,서울특별시 동대문구 용두동 47-1,N,2,2,2,0,0,1,4,2,0,서울교통공사,02-6110-1361,05:00~01:00,37.573858,127.03799,2018-02-28,B553766,서울교통공사,0,0
1397,용두(외선 대합실),서울특별시 동대문구 천호대로 지하129,서울특별시 동대문구 용두동 47-1,N,2,2,2,0,0,1,5,2,0,서울교통공사,02-6110-1361,05:00~01:00,37.573858,127.03799,2018-02-28,B553766,서울교통공사,0,0
1398,용두(내선 승강장),서울특별시 동대문구 천호대로 지하129,서울특별시 동대문구 용두동 47-1,N,1,1,0,0,0,0,3,0,0,서울교통공사,02-6110-1361,05:00~01:00,37.573858,127.03799,2018-02-28,B553766,서울교통공사,0,0
1399,용두(외선 승강장),서울특별시 동대문구 천호대로 지하129,서울특별시 동대문구 용두동 47-1,N,1,1,0,0,0,0,3,0,0,서울교통공사,02-6110-1361,05:00~01:00,37.573858,127.03799,2018-02-28,B553766,서울교통공사,0,0
1400,건대입구,서울특별시 광진구 아차산로243,서울특별시 광진구 화양동 7-3,N,8,10,2,0,1,1,21,2,1,서울교통공사,02-6110-2121,05:00~01:00,37.540749,127.069001,2018-02-28,B553766,서울교통공사,0,0
1401,구의,서울특별시 광진구 아차산로 384-1,서울특별시 광진구 구의동 245-24,N,3,2,2,0,0,1,7,2,1,서울교통공사,02-6110-2131,05:00~01:00,37.538283,127.090755,2018-02-28,B553766,서울교통공사,0,0
1402,강변,서울특별시 광진구 강변역로 53,서울특별시 광진구 구의3동 546-6,N,5,5,2,0,1,1,14,2,1,서울교통공사,02-6110-2141,05:00~01:00,37.535421,127.094533,2018-02-28,B553766,서울교통공사,0,0
1403,잠실나루,서울특별시 송파구 오금로 20,서울특별시 송파구 신천동 1,N,6,3,2,0,2,1,10,2,2,서울교통공사,02-6110-2151,05:00~01:00,37.518622,127.1049,2018-02-28,B553766,서울교통공사,0,0
1404,잠실,서울특별시 송파구 올림픽로 지하265,서울특별시 송파구 잠실5동 27,N,8,10,2,0,2,1,19,2,2,서울교통공사,02-6110-2161,05:00~01:00,37.517661,127.074659,2018-02-28,B553766,서울교통공사,0,0
1405,신천,서울특별시 송파구 올림픽로 지하140,서울특별시 송파구 잠실본동 5,N,6,4,2,0,2,1,12,2,2,서울교통공사,02-6110-2171,05:00~01:00,37.511568,127.090608,2018-02-28,B553766,서울교통공사,0,0
1406,종합운동장(신천역측),서울특별시 송파구 올림픽로 지하23,서울특별시 송파구 잠실1동 1-236,N,9,13,1,0,0,0,14,1,0,서울교통공사,02-6110-2181,05:00~01:00,37.511568,127.090608,2018-02-28,B553766,서울교통공사,0,0
1407,종합운동장(삼성역측),서울특별시 송파구 올림픽로 지하23,서울특별시 송파구 잠실1동 1-236,N,6,4,2,0,2,1,11,2,2,서울교통공사,02-6110-2181,05:00~01:00,37.511568,127.090608,2018-02-28,B553766,서울교통공사,0,0
1408,삼성,서울특별시 강남구 테헤란로 지하538,서울특별시 강남구 삼성동 172-82,N,4,8,2,0,0,1,13,2,0,서울교통공사,02-6110-2191,05:00~01:00,37.508826,127.063067,2018-02-28,B553766,서울교통공사,0,0
1409,선릉,서울특별시 강남구 테헤란로 지하340,서울특별시 강남구 삼성2동 143-42,N,7,3,2,0,2,1,12,2,2,서울교통공사,02-6110-2201,05:00~01:00,37.508826,127.063067,2018-02-28,B553766,서울교통공사,0,0
