t_no,t_name,t_nm_name,t_m_name,t_mwm,t_ml_number,t_ms_number,t_hml_number,t_hms_number ,t_cml_number,t_cms_number,t_wml_number,t_hwml_number,t_hwms_number,t_manage,t_tel,t_close,t_la,t_lo,t_data,t_mcode,t_service,t_com_score,t_user_count
1148,홍릉,서울특별시 동대문구 홍릉로 111(청량리동),서울특별시 동대문구 청량리동 산1-214,N,1,3,0,0,0,0,2,0,0,동대문구,02-2127-4737,상시,37.59010205,127.042251,2019-11-18,3050000,서울특별시 동대문구,0,0
1149,황학교 무인자동,서울특별시 동대문구 신설동 109-7,서울특별시 동대문구 신설동 109-7,Y,0,0,0,0,0,0,0,0,0,동대문구,02-2127-4737,상시,37.571998,127.023657,2019-11-18,3050000,서울특별시 동대문구,0,0
1150,회기,서울특별시 동대문구 회기로 176(회기동),서울특별시 동대문구 회기동 81,N,1,2,0,0,0,0,2,0,0,동대문구,02-2127-4737,상시,37.59011105,127.055352,2019-11-18,3050000,서울특별시 동대문구,0,0
1151,정릉천,서울특별시 동대문구 제기동 135-126,서울특별시 동대문구 제기동 135-126,N,1,2,1,0,0,0,3,1,0,동대문구,02-2127-4737,상시,37.585821,127.035762,2019-11-18,3050000,서울특별시 동대문구,0,0
1152,답십리 현대시장,서울특별시 동대문구 황물로17길 24(답십리동),서울특별시 동대문구 답십리2동 952-5,N,1,1,0,0,0,0,2,0,0,동대문구,02-2127-4737,상시,37.56484526,127.059396,2019-11-18,3050000,서울특별시 동대문구,0,0
1153,성북천교,서울특별시 동대문구 청계천로7길 4(용두동),서울특별시 동대문구 용두동 255-47,N,1,2,0,0,0,0,3,0,0,동대문구,02-2127-4737,상시,37.5708286,127.028155,2019-11-18,3050000,서울특별시 동대문구,0,0
1154,신이문역,서울특별시 동대문구 이문2동 217-3,서울특별시 동대문구 이문2동 217-3,N,1,2,1,0,0,1,4,1,0,동대문구,02-2127-4737,상시,37.602989,127.067556,2019-11-18,3050000,서울특별시 동대문구,0,0
1155,홍릉근린,서울특별시 동대문구 청량리동 산1-145,서울특별시 동대문구 청량리동 산1-145,N,2,2,0,0,0,0,3,0,0,동대문구,02-2127-4776,상시,37.58958262,127.0435373,2019-11-18,3050000,서울특별시 동대문구,0,0
1156,장안근린,서울특별시 동대문구 장안2동 200,서울특별시 동대문구 장안2동 200,N,3,6,0,0,0,0,7,0,0,동대문구,02-2127-4776,상시,37.575346,127.069984,2019-11-18,3050000,서울특별시 동대문구,0,0
1157,장평근린,서울특별시 동대문구 장안1동 356,서울특별시 동대문구 장안1동 356,N,3,5,0,0,0,0,5,0,0,동대문구,02-2127-4776,상시,37.567178,127.073946,2019-11-18,3050000,서울특별시 동대문구,0,0
1158,용두근린,서울특별시 동대문구 용두동 34-1,서울특별시 동대문구 용두동 34-1,N,2,3,1,0,0,0,4,1,0,동대문구,02-2127-4776,상시,37.573197,127.040226,2019-11-18,3050000,서울특별시 동대문구,0,0
1159,배봉산 근린(1),서울특별시 동대문구 휘경동 산6-78,서울특별시 동대문구 휘경동 산6-78,N,1,2,0,0,0,0,3,0,0,동대문구,02-2127-4775,상시,37.582884,127.06492,2019-11-18,3050000,서울특별시 동대문구,0,0
1160,답십리 근린(1),서울특별시 동대문구 답십리동 산2-154,서울특별시 동대문구 답십리동 산2-154,N,1,2,0,0,0,0,3,0,0,동대문구,02-2127-4775,상시,37.575234,127.062638,2019-11-18,3050000,서울특별시 동대문구,0,0
1161,배봉산 근린(2),서울특별시 동대문구 휘경동 산6-78,서울특별시 동대문구 휘경동 산6-78,N,1,2,0,0,0,0,3,0,0,동대문구,02-2127-4775,상시,37.582884,127.06492,2019-11-18,3050000,서울특별시 동대문구,0,0
1162,답십리 근린(2),서울특별시 동대문구 답십리동 산2-154,서울특별시 동대문구 답십리동 산2-154,N,1,2,0,0,0,0,3,0,0,동대문구,02-2127-4775,상시,37.575234,127.062638,2019-11-18,3050000,서울특별시 동대문구,0,0
1163,배봉산 근린(3),서울특별시 동대문구 전농동 산32-20,서울특별시 동대문구 전농동 산32-20,N,2,2,0,0,0,0,3,0,0,동대문구,02-2127-4775,상시,37.58121369,127.0675923,2019-11-18,3050000,서울특별시 동대문구,0,0
1164,배봉산 근린(4),서울특별시 동대문구 휘경동 산6-35,서울특별시 동대문구 휘경동 산6-35,N,1,1,1,0,0,0,2,1,0,동대문구,02-2127-4775,상시,37.588887,127.067472,2019-11-18,3050000,서울특별시 동대문구,0,0
1165,강마을공원,서울특별시 영등포구 당산로54길 11 (당산동),서울특별시 영등포구 당산동6가 354,N,2,3,1,0,0,0,3,1,0,서울특별시 영등포구청,02-2670-3504,연중무휴,37.5342693,126.9056216,2019-05-02,3180000,서울특별시 영등포구,0,0
1166,쪽방촌,서울특별시 영등포구 경인로96길 10-1,서울특별시 영등포구 영등포동618-5,N,2,2,1,0,0,0,4,0,0,서울특별시 영등포구청,02-2670-3504,연중무휴,37.514731,126.9040404,2019-05-02,3180000,서울특별시 영등포구,0,0
1167,문래동,서울특별시 영등포구 문래로10길 18-7 (문래동6가),서울특별시 영등포구 문래동6가 22-3,N,1,1,0,0,0,0,1,0,0,서울특별시 영등포구청,02-2670-3504,연중무휴,37.51857357,126.886528,2019-05-02,3180000,서울특별시 영등포구,0,0
1168,수유프라자,서울특별시 강북구 도봉로261,,N,2,1,0,1,0,1,4,1,0,서울특별시 강북구청,02-982-2278,09:00 - 21:00,37.631668,127.023446,2019-05-17,3080000,서울특별시 강북구,0,0
1169,교보생명,서울특별시 강북구 도봉로348,,N,3,3,0,0,0,0,3,0,0,서울특별시 강북구청,02-901-6778,07:00 - 22:00,37.63832034,127.026506,2019-05-17,3080000,서울특별시 강북구,0,0
1170,수유동성당,서울특별시 강북구 삼각산로 165,,N,3,6,0,0,0,0,6,0,0,서울특별시 강북구청,02-999-9701,06:00 - 22:00,37.642719,127.021731,2019-05-17,3080000,서울특별시 강북구,0,0
1171,신일교회,서울특별시 강북구 도봉로 162,,N,2,2,0,0,0,0,2,0,0,서울특별시 강북구청,02-987-2446,상시,37.623233,127.027652,2019-05-17,3080000,서울특별시 강북구,0,0
1172,번동가로공원,서울특별시 강북구 오현로 208,,Y,2,3,1,0,0,0,3,1,0,서울특별시 강북구청,02-901-6773,24시간,37.6296739,127.0411454,2019-05-17,3080000,서울특별시 강북구,0,0
1173,백련사입구,서울특별시 강북구 4.19로 20길19,,N,2,2,1,0,0,0,2,1,0,서울특별시 강북구청,02-901-6773,24시간,37.644955,127.004367,2019-05-17,3080000,서울특별시 강북구,0,0
1174,강북소방서앞,서울특별시 강북구 한천로914,,N,2,2,0,0,0,0,3,0,0,서울특별시 강북구청,02-901-6773,24시간,37.6339528,127.0381206,2019-05-17,3080000,서울특별시 강북구,0,0
1175,강북중학교앞,서울특별시 강북구 한천로 150길67,,N,1,1,0,0,0,0,2,0,0,서울특별시 강북구청,02-901-6773,24시간,37.644906,127.0253721,2019-05-17,3080000,서울특별시 강북구,0,0
1176,우이동교통광장,서울특별시 강북구 삼양로 672,,N,2,3,1,0,0,0,4,1,0,서울특별시 강북구청,02-901-6773,24시간,37.662832,127.013158,2019-05-17,3080000,서울특별시 강북구,0,0
1177,벌리교 공중화장실,서울특별시 강북구 번동 266,,N,1,2,1,0,0,0,1,1,0,서울특별시 강북구청,02-901-6773,24시간,37.628425,127.044767,2019-05-17,3080000,서울특별시 강북구,0,0
1178,강북종합시장,서울특별시 강북구 한천로 148길12-39,,N,4,3,0,0,0,0,4,0,0,서울특별시 강북구청,02-994-3989,09:00 - 21:00,37.642458,127.025048,2019-05-17,3080000,서울특별시 강북구,0,0
1179,수유중앙시장,서울특별시 강북구 노해로 17길21,,N,1,1,1,1,0,0,3,1,0,서울특별시 강북구청,02-902-1353,08:00 - 23:00,37.6403089,127.0211784,2019-05-17,3080000,서울특별시 강북구,0,0
1180,강북메디컬센터,서울특별시 강북구 도봉로190,,N,1,2,0,0,0,0,2,0,0,서울특별시 강북구청,02-981-9513,09:00 - 19:30,37.625854,127.0270014,2019-05-17,3080000,서울특별시 강북구,0,0
1181,가든타워,서울특별시 강북구 도봉로328,,N,2,3,0,0,0,0,2,0,0,서울특별시 강북구청,02-991-6178,08:00 - 18:00,37.63712773,127.0251761,2019-05-17,3080000,서울특별시 강북구,0,0
1182,코스타타워,서울특별시 강북구 도봉로358,,N,3,3,0,0,0,0,5,0,0,서울특별시 강북구청,02-997-6417,07:00 - 22:00,37.63913462,127.0274602,2019-05-17,3080000,서울특별시 강북구,0,0
1183,번동북부시장,서울특별시 강북구 한천로 123길26,,N,1,2,0,0,0,0,3,0,0,서울특별시 강북구청,02-902-1683,10:00 - 22:00,37.636253,127.030348,2019-05-17,3080000,서울특별시 강북구,0,0
1184,한국마사회,서울특별시 강북구 도봉로302,,Y,3,5,0,0,0,0,3,0,0,서울특별시 강북구청,02-901-6778,09:00 - 18:00,37.635309,127.0237012,2019-05-17,3080000,서울특별시 강북구,0,0
1185,영천공중화장실,서울특별시 서대문구 영천동 263,서울특별시 서대문구 영천동 263,N,3,4,1,0,0,0,5,1,0,청소행정과,02-330-1518,24시간,37.571603,126.960416,2019-02-25,3120000,서울특별시 서대문구,0,0
1186,현저공중화장실,서울특별시 서대문구 현저동 107-479,서울특별시 서대문구 현저동 107-479,N,2,3,0,0,0,0,3,0,0,청소행정과,02-330-1518,24시간,37.572988,126.953084,2019-02-25,3120000,서울특별시 서대문구,0,0
1187,봉원공중화장실,서울특별시 서대문구 봉원사길 101-18,서울특별시 서대문구 봉원사길 101-18,N,2,4,1,0,0,0,3,0,0,청소행정과,02-330-1518,24시간,37.57072,126.946199,2019-02-25,3120000,서울특별시 서대문구,0,0
1188,봉원2공중화장실,서울특별시 서대문구 봉원동 23-2,서울특별시 서대문구 봉원동 23-2,N,2,2,1,0,0,0,4,1,0,청소행정과,02-330-1518,24시간,37.559767,126.934548,2019-02-25,3120000,서울특별시 서대문구,0,0
1189,연대앞공중화장실,서울특별시 서대문구 창천동 84-43,서울특별시 서대문구 창천동 84-43,N,4,3,1,0,0,2,7,1,0,청소행정과,02-330-1518,24시간,37.568794,126.918594,2019-02-25,3120000,서울특별시 서대문구,0,0
1190,연희공중화장실,서울특별시 서대문구 홍제천로 11,서울특별시 서대문구 홍제천로 11,N,2,2,1,0,0,2,4,1,1,청소행정과,02-330-1518,24시간,37.58766,126.955426,2019-02-25,3120000,서울특별시 서대문구,0,0
1191,홍제1공중화장실,서울특별시 서대문구 홍제동 산1-1,서울특별시 서대문구 홍제동 산1-1,N,2,3,0,0,0,0,3,0,0,청소행정과,02-330-1518,24시간,37.592863,126.954821,2019-02-25,3120000,서울특별시 서대문구,0,0
1192,홍제2공중화장실,서울특별시 서대문구 홍제동 산1-100,서울특별시 서대문구 홍제동 산1-100,N,1,2,0,0,0,1,3,0,0,청소행정과,02-330-1518,24시간,37.594556,126.947697,2019-02-25,3120000,서울특별시 서대문구,0,0
1193,홍제3공중화장실,서울특별시 서대문구 홍제동278-53,서울특별시 서대문구 홍제동278-53,N,2,4,1,0,0,1,3,1,0,청소행정과,02-330-1518,24시간,37.575119,126.926427,2019-02-25,3120000,서울특별시 서대문구,0,0
1194,홍남교공중화장실,서울특별시 서대문구 홍제천로 111,서울특별시 서대문구 홍제천로 111,N,1,1,0,0,0,0,2,0,0,청소행정과,02-330-1518,24시간,37.574879,126.913061,2019-02-25,3120000,서울특별시 서대문구,0,0
1195,중앙근린공원공중화장실,서울특별시 서대문구 북가좌동 480,서울특별시 서대문구 북가좌동 480,N,0,2,1,0,0,0,2,1,0,청소행정과,02-330-1518,24시간,37.583982,126.91037,2019-02-25,3120000,서울특별시 서대문구,0,0
1196,북가좌공중화장실,서울특별시 서대문구 북가좌동 352-1,서울특별시 서대문구 북가좌동 352-1,N,0,2,1,0,0,0,1,1,0,청소행정과,02-330-1518,24시간,37.598522,126.948887,2019-02-25,3120000,서울특별시 서대문구,0,0
1197,홍은1공중화장실,서울특별시 서대문구 포방터길 39,서울특별시 서대문구 포방터길 39,N,0,1,1,0,0,0,1,1,0,청소행정과,02-330-1518,24시간,37.578165,126.932497,2019-02-25,3120000,서울특별시 서대문구,0,0
1198,홍연2교 공중화장실,서울특별시 서대문구 연희동 726,서울특별시 서대문구 연희동 726,N,0,1,1,0,0,0,1,1,0,청소행정과,02-330-1518,24시간,37.574297,126.95636,2019-02-25,3120000,서울특별시 서대문구,0,0
1199,독립공원 공중화장실,서울특별시 서대문구 통일로 251,서울특별시 서대문구 통일로 251,N,2,2,1,0,0,1,3,1,0,청소행정과,02-330-1518,24시간,37.585234,126.913284,2019-02-25,3120000,서울특별시 서대문구,0,0
1200,거꾸로어린이공원 공중화장실,서울특별시 서대문구 북가좌동 338-21,서울특별시 서대문구 북가좌동 338-21,N,1,1,0,0,0,0,2,0,0,청소행정과,02-330-1518,24시간,37.594566,126.948795,2019-02-25,3120000,서울특별시 서대문구,0,0
1201,문화소공원 공중화장실,서울특별시 서대문구 홍제3동 280-2,서울특별시 서대문구 홍제3동 280-2,N,0,1,1,0,0,0,1,1,0,청소행정과,02-330-1518,24시간,37.573216,126.923308,2019-02-25,3120000,서울특별시 서대문구,0,0
1202,연가교 공중화장실,서울특별시 서대문구 남가좌동 79-166,서울특별시 서대문구 남가좌동 79-166,N,1,1,1,0,0,0,2,1,0,청소행정과,02-330-1518,24시간,37.577361,126.929271,2019-02-25,3120000,서울특별시 서대문구,0,0
1203,홍은2 공중화장실,서울특별시 서대문구 홍은동 387-16,서울특별시 서대문구 홍은동 387-16,N,1,1,1,0,0,0,2,1,0,청소행정과,02-330-1518,24시간,37.5869,126.935939,2019-02-25,3120000,서울특별시 서대문구,0,0
1204,홍제3교 공중화장실,서울특별시 서대문구 홍제동 361-136,서울특별시 서대문구 홍제동 361-136,N,0,1,1,0,0,0,1,1,0,청소행정과,02-330-1518,24시간,37.570681,126.919971,2019-02-25,3120000,서울특별시 서대문구,0,0
1205,가재울 공중화장실,서울특별시 서대문구 연희동 530-2,서울특별시 서대문구 연희동 530,N,2,1,1,0,0,0,2,1,0,청소행정과,02-330-1518,24시간,37.571746,126.921201,2019-02-25,3120000,서울특별시 서대문구,0,0
1206,가중나무공원,서울특별시 광진구 동일로28길 16,,N,2,2,0,0,0,0,2,0,0,서울특별시 광진구청,02-450-7605,연중무휴,37.546335,127.067872,2019-05-30,3040000,서울특별시 광진구,0,0
1207,햇님공원,서울특별시 광진구 아차산로25길 27,,N,2,2,1,0,0,0,4,0,0,서울특별시 광진구청,02-450-7605,연중무휴,37.542677,127.066868,2019-05-30,3040000,서울특별시 광진구,0,0
1208,한아름공원,서울특별시 광진구 군자로3길 15,,N,2,2,0,0,0,0,2,0,0,서울특별시 광진구청,02-450-7605,연중무휴,37.544321,127.070412,2019-05-30,3040000,서울특별시 광진구,0,0
1209,화양공원,서울특별시 광진구 아차산로31길 14,,N,2,2,0,0,0,0,2,0,0,서울특별시 광진구청,02-450-7605,연중무휴,37.541509,127.069668,2019-05-30,3040000,서울특별시 광진구,0,0
1210,광장동 청년회,서울특별시 광진구 아차산로78길 133,,N,2,2,0,0,0,0,2,0,0,서울특별시 광진구청,02-450-7605,연중무휴,37.548849,127.11004,2019-05-30,3040000,서울특별시 광진구,0,0
1211,긴고랑어린이공원,서울특별시 광진구 긴고랑로 143,,N,1,2,0,0,0,0,2,0,0,서울특별시 광진구청,02-450-7605,연중무휴,37.558858,127.09104,2019-05-30,3040000,서울특별시 광진구,0,0
1212,자양유수지,서울특별시 광진구 뚝섬로52길 74,,N,1,1,0,0,0,0,3,0,0,서울특별시 광진구청,02-450-7605,연중무휴,37.529298,127.077555,2019-05-30,3040000,서울특별시 광진구,0,0
1213,중곡3마을공원,서울특별시 광진구 용마산로33길 25,,N,1,2,0,0,0,0,2,0,0,서울특별시 광진구청,02-450-7605,연중무휴,37.569879,127.084664,2019-05-30,3040000,서울특별시 광진구,0,0
1214,구의3동주민센터,서울특별시 광진구 강변역로 17,,N,1,2,1,0,0,0,2,0,0,서울특별시 광진구청,02-450-7605,연중무휴,37.538066,127.09188,2019-05-30,3040000,서울특별시 광진구,0,0
1215,광진광장주차장,서울특별시 광진구 군자동 374,,N,2,3,1,0,0,0,3,0,0,서울특별시 광진구청,02-450-7605,연중무휴,37.547341,127.073355,2019-05-30,3040000,서울특별시 광진구,0,0
1216,어린이대공원후문,서울특별시 광진구 천호대로 662,,N,5,7,0,0,0,1,14,0,0,서울특별시 광진구청,02-450-7605,연중무휴,37.551593,127.088818,2019-05-30,3040000,서울특별시 광진구,0,0
1217,어린이회관입구,서울특별시 광진구 광나루로 447,,N,3,3,0,0,0,0,4,0,0,서울특별시 광진구청,02-450-7605,연중무휴,37.545696,127.079139,2019-05-30,3040000,서울특별시 광진구,0,0
1218,장독골공원,서울특별시 광진구 아차산로40길 46,,N,2,2,1,0,0,0,2,0,0,서울특별시 광진구청,02-450-7605,연중무휴,37.535626,127.077815,2019-05-30,3040000,서울특별시 광진구,0,0
1219,중곡제일골목시장,서울특별시 광진구 긴고랑로11길 14(중곡동),,N,1,2,0,1,0,0,2,0,0,서울특별시 광진구청,02-450-7328,(평일)08:00~20:00+(주말)08:00~20:00+(공휴일)08:00~20:00,37.5638349,127.081701,2019-05-30,3040000,서울특별시 광진구,0,0
1220,자양골목시장,서울특별시 광진구 자양로13길 59(자양동),,N,2,2,0,1,0,0,2,0,0,서울특별시 광진구청,02-450-7328,(평일)08:00~20:00+(주말)08:00~20:00+(공휴일)08:00~20:00,37.5337604,127.081572,2019-05-30,3040000,서울특별시 광진구,0,0
1221,자양골목시장,서울특별시 광진구 뚝섬로47길 49(자양동),,N,1,2,0,0,0,0,2,0,0,서울특별시 광진구청,02-450-7328,(평일)08:00~20:00+(주말)08:00~20:00+(공휴일)08:00~20:00,37.5343843,127.079312,2019-05-30,3040000,서울특별시 광진구,0,0
